Open time,Open,Close,Volume,CHG,stocRSI,MACD
2022-12-25,16835.73,16832.11,125441.07202,-0.02,13.29,-2.88
2022-12-26,16832.11,16919.39,124564.00656,0.52,10.92,6.96
2022-12-27,16919.39,16706.36,173749.58616,-1.26,0.0,0.12
2022-12-28,16706.06,16547.31,193037.56577,-0.95,0.0,-13.38
2022-12-29,16547.32,16633.47,160998.47158,0.52,34.0,-14.66
2022-12-30,16633.47,16607.48,164916.31174,-0.16,97.55,-15.34
2022-12-31,16607.48,16542.4,114490.42864,-0.39,68.7,-18.07
2023-01-01,16541.77,16616.75,96925.41374,0.45,0,0.0
2023-01-02,16617.17,16672.87,121888.57191,0.34,0,3.58
2023-01-03,16672.78,16675.18,159541.53733,0.01,0,5.78
2023-01-04,16675.65,16850.36,220362.18862,1.05,0,18.01
2023-01-05,16850.36,16831.85,163473.56641,-0.11,0.0,23.49
2023-01-06,16831.85,16950.65,207401.28415,0.71,32.03,33.16
2023-01-07,16950.31,16943.57,104526.5688,-0.04,7.79,36.84
2023-01-08,16943.83,17127.83,135155.89695,1.09,38.01,48.69
2023-01-09,17127.83,17178.26,266211.52723,0.29,43.11,56.41
2023-01-10,17179.04,17440.66,221382.42581,1.52,60.17,74.51
2023-01-11,17440.64,17943.26,262221.60653,2.88,74.7,113.35
2023-01-12,17943.26,18846.62,454568.32178,5.03,84.72,188.45
2023-01-13,18846.62,19930.01,368615.87823,5.75,89.64,293.41
2023-01-14,19930.01,20954.92,393913.74951,5.14,92.06,407.19
2023-01-15,20952.76,20871.5,178542.22549,-0.39,66.8,448.86
2023-01-16,20872.99,21185.65,293078.08262,1.5,68.61,467.5
2023-01-17,21185.65,21134.81,275407.74409,-0.24,54.44,446.38
2023-01-18,21132.29,20677.47,350916.01949,-2.15,0.0,374.48
2023-01-19,20677.47,21071.59,251385.84925,1.91,10.19,328.0
2023-01-20,21071.59,22667.21,338079.13659,7.57,30.44,375.83
2023-01-21,22666.0,22783.55,346445.48432,0.52,32.47,385.0
2023-01-22,22783.35,22707.88,253577.75286,-0.33,21.91,356.32
2023-01-23,22706.02,22916.45,293588.37938,0.93,23.77,322.76
2023-01-24,22917.81,22632.89,293158.78254,-1.24,0.0,255.75
2023-01-25,22631.94,23060.94,346042.83223,1.9,0.0,216.11
2023-01-26,23060.42,23009.65,288924.43581,-0.22,0.0,164.64
2023-01-27,23009.65,23074.16,280833.86315,0.28,0.0,115.45
2023-01-28,23074.16,23022.6,148115.71085,-0.22,0.0,62.6
2023-01-29,23021.4,23742.3,295688.79204,3.13,22.11,59.32
2023-01-30,23743.37,22826.15,302405.90121,-3.86,0.0,-17.27
2023-01-31,22827.38,23125.13,264649.34909,1.3,9.18,-58.2
2023-02-01,23125.13,23732.66,310790.42271,2.63,42.13,-54.81
2023-02-02,23731.41,23488.94,364177.20751,-1.02,23.45,-78.02
2023-02-03,23489.33,23431.9,332571.02904,-0.24,0.0,-104.59
2023-02-04,23431.9,23326.84,166126.47295,-0.45,0.0,-134.7
2023-02-05,23327.66,22932.91,209251.33917,-1.69,0.0,-183.59
2023-02-06,22932.91,22762.52,265371.6069,-0.74,0.0,-226.99
2023-02-07,22762.52,23240.46,308006.72482,2.1,21.93,-222.78
2023-02-08,23242.42,22963.0,280056.30717,-1.2,1.83,-236.66
2023-02-09,22961.85,21796.35,402894.6955,-5.08,0.0,-317.36
2023-02-10,21797.83,21625.19,338591.94247,-0.79,0.0,-371.45
2023-02-11,21625.19,21862.55,177021.58433,1.1,6.75,-379.1
2023-02-12,21862.02,21783.54,204435.65163,-0.36,0.0,-376.59
2023-02-13,21782.37,21773.97,295730.76791,-0.04,14.58,-362.53
2023-02-14,21774.63,22199.84,361958.40109,1.95,18.54,-313.37
2023-02-15,22199.84,24324.05,375669.16111,9.57,59.25,-135.68
2023-02-16,24322.87,23517.72,450080.68366,-3.31,67.78,-73.46
2023-02-17,23517.72,24569.97,496813.21376,4.47,100.0,31.91
2023-02-18,24568.24,24631.95,216917.25213,0.26,100.0,95.52
2023-02-19,24632.05,24271.76,300395.99542,-1.46,100.0,102.47
2023-02-20,24272.51,24842.2,346938.56997,2.35,100.0,132.7
2023-02-21,24843.89,24452.16,376000.82868,-1.58,83.0,114.33
2023-02-22,24450.67,24182.21,379425.75365,-1.1,83.17,73.87
2023-02-23,24182.21,23940.2,398400.45437,-1.0,100.0,23.31
